Sample,Naive_007,Naive_027,Naive_071,Naive_109,Naive_127,Naive_139,QC_001,QC_003,QC_005,Semi_025,Semi_045,Semi_061,Semi_091,Semi_143,Semi_157
Label,Naive,Naive,Naive,Naive,Naive,Naive,QC,QC,QC,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue
717.5908__135.22,159620.67735,124642.0247,58346.83216,55260.80092,73790.95735,124787.30229,976637.28096,987199.56028,700497.25645,756435.12156,715319.59594,171251.39818,328144.56451,651487.76257,308277.08745
717.6335__63.47,10194483.34335,9267585.39281,7773723.97853,194842.82213,10677325.46123,349795.37886,477130.08986,716207.1825,748335.26487,516453.05585,677221.30816,0,762016.13969,0,1062200.61535
717.7044__72.87,7583458.65206,6836482.62741,7074277.6016,6950214.39298,7396540.2735,7462453.70855,0,0,0,23463.0462,648206.02042,75941.34621,48588.87994,9821.48008,0
717.8771__89.07,2499123.17075,3444895.96622,2415046.59865,3621893.44255,4100925.01727,1745816.57169,0,0,0,3577365.65594,9396154.28928,12067838.91161,7218097.23791,9433909.65183,6707197.5356
718.4425__72.55,0,0,0,0,0,0,726636.315,864181.7293,2121249.39971,343789.20912,399785.1636,119679.77512,108566.22099,330700.27637,291906.9848
718.4931__67.57,2689995.01819,2217855.6915,2107637.46379,2195843.90997,2333499.87542,1909798.75862,2939465.55487,2984096.91144,3041622.97856,4162175.02914,3514341.89019,4061373.50486,3776717.68314,3171053.10651,4246091.48385
718.5745__122.55,49779.90029,237146.65722,13164.13862,0,0,0,263960.28345,403548.0325,484793.44958,846637.36871,820229.16881,658005.73644,1017682.47975,1050629.05823,910412.41167
718.696__60.51,26862917.51159,24650893.28578,20639411.96849,22576393.17719,27523798.6297,23298310.3709,0,0,0,333972.94813,3184344.36426,1214240.10344,258041.31621,675766.75665,252823.83444
718.6983__72.92,19090928.0161,19025895.09105,17561194.23119,18986507.39461,21280147.60659,20237853.8158,0,0,0,74633.41198,5034679.65401,97063.36534,89908.94353,0,0
718.8383__116.8,4504933.74297,5291940.61196,3861730.59884,4002254.74117,4575857.42611,4056346.9216,3671607.30889,3477329.82961,3298001.19636,607280.97753,527189.04414,442512.78791,235357.08089,845989.3308,1250205.26409
718.8799__88.83,155018.44059,287367.31662,0,0,578125.76012,62827.21933,0,0,0,381040.5483,1599717.78696,1973250.40933,1238366.32642,1302975.18842,768024.95286
719.6302__64.28,2962742.82333,115077.71112,327308.72528,395752.68856,3185396.01727,628642.7258,1118818.20972,1027515.31196,652340.88527,601672.87358,705750.61301,291596.16999,1302512.22006,825974.25427,1649728.40378
719.7007__72.65,2259011.60472,2092532.26565,1853762.28026,2057865.84794,2177560.60498,2664018.21602,0,0,0,0,168241.90608,6075.16387,0,0,0
719.9653__113.41,3088843.53092,3579937.78467,3075029.92419,3318379.32554,4122779.83908,2271109.44878,2572245.4609,2475456.97997,2148750.43022,1372505.96562,1451883.64606,1885524.57791,2425228.161,1316256.51046,2983841.07343
720.3853__73.5,0,0,0,0,0,0,2145164.39782,2357521.21433,2337858.31138,0,0,0,0,0,0
720.4911__67.76,11691618.9541,9302955.92666,7848032.47632,8709599.42791,9930738.45939,7752754.486,11514307.32183,12589360.11812,11534186.80779,16400259.07173,13273257.8518,15863206.76511,14177097.59896,13101950.43917,17412496.15114
721.6263__64.02,273806.06082,165304.23339,200236.74767,298153.57669,237833.97946,395560.71695,694370.93826,817827.34682,841708.10509,711067.49854,689500.17651,906144.22446,998217.07195,583965.04251,1326438.50198
722.4713__73.65,0,0,0,0,0,0,1488575.84095,1499926.59398,1625757.64534,0,325432.84135,0,0,0,469682.44838
722.4884__67.57,20161177.58365,15891396.51677,13903319.164,14591562.17216,17223764.30606,12880677.05203,19115571.25073,21087891.8714,20092215.77652,27803070.29246,23564614.78109,27673716.31291,25328976.18539,22881081.1019,30459530.06429
722.5119__90.56,80363.40778,195677.26486,17367.02105,251699.73947,13728.04206,0,48981.89921,131588.17217,81550.7748,226059.13134,215258.65027,786634.9821,575322.93003,638955.56282,709552.77313
723.0289__180.4,0,0,0,0,0,0,1661574.57365,1788463.98544,1131527.5047,0,0,113622.29498,0,0,0
723.3641__181.13,0,0,0,0,0,0,2086761.2832,2012929.55007,2073442.66387,0,0,131339.8741,13362.63747,33295.12064,0
723.5424__136.29,3570162.73252,3000934.19402,1632893.84824,3475629.65307,3063189.17166,1862578.78209,369903.23674,199650.60574,241207.93319,5813984.70559,4855759.53995,5545265.5015,4678529.39471,5621639.49677,6565061.84725
724.4243__73.41,0,0,0,0,0,0,604706.57629,831497.55242,627208.85898,0,693976.36469,0,0,0,841848.29631
724.4836__67.56,21923252.65159,17772323.21077,14707859.63391,15817674.85744,19203538.29177,13483019.87307,21164259.95733,23084405.33359,20815982.0289,29249710.89833,25816947.76403,30263028.98533,26645326.44653,25044999.02473,32964829.25062
724.5281__88.76,601784.34635,801796.04568,226308.54753,1291286.69733,371107.08723,238596.50653,2365182.5298,2404085.1796,2313386.69182,901334.72047,580703.88334,1875475.49969,935301.38564,1190793.05214,1181540.15211
724.5457__136.27,1316678.37548,1222475.17403,524548.39074,1295761.26782,1077809.53527,514088.75923,59486.63329,82236.10221,85790.07907,2162396.8898,1986111.76495,2235332.92161,2036525.4354,2352298.12664,2643319.35489
725.5314__89.04,79333.57735,132734.45096,0,348174.4781,0,42082.65086,710327.95105,929267.19797,910921.25861,189848.00042,203700.84442,778253.97348,320287.23267,349958.94591,359425.78795
725.5582__135.92,5399029.75656,4559794.03695,2296606.23842,4396228.22045,6394862.01148,2784245.33409,1061764.4939,922750.7855,945932.93223,6171467.69611,5325035.59336,5768730.02213,5147091.61488,6096989.68899,6685699.24142
726.4192__73.53,0,0,0,0,0,0,216420.53539,1065679.67395,1130382.76631,641500.70925,0,0,0,268893.39917,186113.55131
726.4817__67.56,16253235.88461,12543456.66511,9932872.8198,11600055.15066,12851621.67317,8967942.2071,15634743.01621,17016724.23838,15285997.31429,21170428.26122,18784156.32862,21975174.54793,19753673.60913,17219337.11739,24250462.77879
726.5609__136.04,2339970.02346,1907156.04697,833911.49458,1782325.82208,2724558.61674,1057771.79302,255886.99837,235889.39824,290355.58343,2538715.04683,2133608.13102,2313263.5777,2231431.89391,2580572.5424,2997779.72645
726.658__75.77,2493130.9044,2674207.84802,2316385.27719,2238544.01966,2641659.31033,2255688.25023,0,0,0,158286.21752,3211580.15748,637628.69026,176387.57466,0,128256.30695
726.6781__60.17,90351.54057,11776.02963,8487.60114,0,0,0,205466.86981,292160.5248,210281.17575,80006.75275,57619.35882,226941.83666,25131.95798,0,48133.13215
726.7289__103,88792661.48597,80019750.35563,58636058.0667,65498245.25225,46657069.40978,37624581.18726,0,0,0,483259.69375,2730235.80064,2070933.34891,831390.30403,473305.40313,179449.46677
727.4469__79.35,364775.75045,272243.84588,132561.9834,282093.95388,270217.04551,309251.69721,0,0,0,80575.21736,189736.82533,22956.56096,34764.27597,0,0
727.5762__134.09,316802.3271,289114.88517,199338.25975,317638.43671,61565.47099,397098.5852,6921869.75794,5838393.01694,5773508.08263,1313498.82176,2166688.56362,1067003.14639,728645.13391,936671.15085,1300193.95023
727.7342__104.06,7523082.82377,6559603.68772,7953328.07904,8464660.89993,9865979.13824,5585870.60477,0,0,0,7652.92655,113493.33657,0,0,0,7503.63236
727.8368__92.43,22551115.50891,12457196.29792,8872652.89102,14511675.36665,13269265.57924,13179016.199,0,0,0,1065618.84974,6567635.68585,1859928.11426,2760780.56335,640379.46944,1339994.00415
727.8368__59.69,39679453.44003,19829152.81298,14515675.95297,20667132.70633,20692079.9089,22788245.14596,0,0,0,581896.67551,3597564.17588,5454950.23964,625470.38207,547254.47372,923740.82951
727.8368__76.72,70242343.46316,47839862.36371,45067199.19968,70812521.75085,62622752.14108,72390862.8051,0,0,0,372138.96526,3127655.68241,1249050.06322,2454692.1873,0,86155.71144
728.4802__67.31,7913420.93495,6261823.68161,4917868.18123,5697227.3172,6898800.47073,4812351.70303,7384331.6551,7991320.90111,7479623.61506,10295128.86998,9289240.34468,10840613.95441,9556878.00151,8438688.62377,11946575.58447
728.578__134.66,56117.19923,117213.42283,27436.60681,46616.11909,72235.49829,55178.60649,2675027.32525,2444138.24787,2284191.80739,491698.36749,896668.59001,376086.78709,232555.35471,239102.64075,590396.07135
728.6754__59.77,6402432.9829,47141.50785,20134.15329,13526.40126,3426887.84706,0,337528.72217,447824.01459,346380.61997,159132.90286,476867.46239,413492.93017,20373.68652,0,36696.94427
728.842__76.42,11445768.46716,4194769.23309,7522882.02481,11140857.06622,10590277.27716,11374562.58859,0,0,0,0,14136.87119,0,201846.07356,0,0
729.5267__136.43,124385.64711,42088.48739,25281.35863,101956.52844,110686.95597,56913.32203,0,0,0,1451969.71075,1203669.60784,1100116.65641,975676.75472,926307.14167,666547.21422
729.5922__134.9,3624313.25377,4112159.33403,4295888.13328,4356218.87663,4407092.10833,3978654.98618,25476993.29576,22964399.49223,22661924.80356,11498665.87669,12488554.0515,8472647.86151,11354506.61856,12504364.6851,10945855.22206
729.8409__126.83,4316060.70861,5189871.38678,2156893.04285,3992402.53747,3929422.29601,3405927.11946,0,0,0,14467.3234,656901.25895,326800.54583,47738.38686,0,20485.54275
730.0286__136.2,47563.43701,60749.6121,14762.12075,0,14852.01336,33825.65775,0,0,0,1103345.50332,1055784.50744,843442.95989,812544.16507,704111.35506,475776.33464
730.4213__71.96,0,0,0,0,0,0,1551501.18792,1700612.42362,1669645.5425,264673.86888,269122.38632,315173.24817,375305.44564,337735.6365,403870.97986
730.5186__66.44,18763895.92377,16905479.05768,13981985.12367,16159643.05624,16768980.72247,12784713.35971,18829635.26422,20331794.41961,18998520.64636,21390413.12494,19914962.00364,21728586.01232,20692104.68148,24557388.91324,24502570.80088
730.5397__122.31,3811693.59343,3749246.75311,2280330.75948,4062629.03977,3095403.70067,2355961.29112,6848680.44685,8129281.5648,9128639.59269,7104448.32332,5528468.08759,2310866.8201,2519691.2449,3110080.76335,2339639.70981
730.5954__134.81,1516848.02181,1797913.64362,1651510.62245,2117473.63016,1802590.85755,1841771.69458,11332439.2337,11078345.70616,9430984.96203,4966766.63448,5841269.09325,3695055.97305,5028659.05795,5546171.34669,4837865.96766
730.8128__113.22,7114169.05663,2944054.85905,433167.46644,1238478.09747,3692934.96739,538632.25552,2567195.89648,1437148.57458,896498.78355,712413.87056,129803.67481,656740.98169,186831.79927,262445.41309,905109.33444
731.5423__122.39,1607431.72253,1591434.39316,816437.91139,1654616.92547,1018876.34701,744889.38961,2849778.70511,3665931.93317,3764186.9967,2904666.29047,2637781.39464,1012978.14486,1016246.96334,1357516.9256,915746.63259
731.6069__134.57,766704.41665,772270.86325,214418.59016,320573.90067,922305.69024,443235.6992,3358095.33846,3136080.97655,3082301.81114,1262055.97324,1278382.35502,740124.06758,627782.92281,1305576.83422,833501.71495
731.856__86.86,318541.03755,298590.95318,132171.70621,110196.99177,73516.48873,106174.99503,0,0,0,782854.18724,1578745.69444,2285117.10948,1142930.19998,3576350.57379,5984243.4372
732.4193__71.9,0,0,0,0,0,0,1119428.87064,1297611.0907,1259426.57927,297227.24413,121251.53322,226741.8153,245618.13937,133766.17824,184835.11293
732.5153__66.19,28334435.26845,26642611.07808,23391352.03957,24590438.56412,26922621.76077,21176714.19293,29289110.21664,30820065.26152,29444844.20421,33147487.67535,30858134.15506,33137055.42986,31935872.46521,39107105.59305,38952440.55331
732.5552__122.12,12165432.41457,14871143.41453,14096757.09219,17491006.67735,13031191.64214,6856095.12219,15589317.64085,18865436.60501,19625716.45337,21781032.01769,15782158.38105,6007043.73644,9256278.81283,16007793.80697,8103529.73572
732.6108__134.41,195870.43043,185339.48241,104399.83454,0,171047.30361,66419.25572,1344381.81008,1346973.41624,1427585.91939,463750.13775,542126.16383,266605.24122,517725.07255,442888.72878,285317.11136
732.6748__73.48,13326033.19925,16210911.4498,14106298.77386,15410312.40538,15202921.20275,14155932.1108,0,0,0,566332.5018,4850175.53345,1629591.01579,1219954.47418,99734.37214,168445.11532
732.6986__60.23,19877.58838,21577.39832,39167.30462,0,0,9644.36874,518728.2389,523486.69316,611535.74409,614590.74688,546456.92723,1105867.15955,398798.00016,863860.18107,887170.19964
733.5587__122.12,5220101.40901,6451039.86374,6213057.66912,6993718.09541,5914918.54949,2969368.01421,6608096.52265,7902082.45846,8592977.64352,9528745.32874,6535669.93617,2465668.03086,3917138.9525,6920173.41459,3302383.78627
733.6793__73.23,1130190.44564,1814430.3404,1384487.30637,1552807.91278,1504292.63799,1295001.7731,0,0,0,0,266389.18035,0,13671.93423,0,0
734.3894__72.49,0,0,0,0,0,0,1520438.68629,692504.3271,1700841.86076,0,120709.18925,0,0,0,0
734.5142__66.3,27698476.32953,25460064.12358,22108291.86959,22984918.18776,25975229.98889,20372762.39175,27291782.43041,29201791.17092,28600672.98128,31324518.18732,28094593.10525,30619411.1992,29560704.19729,35996641.46654,35470695.73164
734.5719__122.83,1058890.56408,644832.90033,724688.58158,573315.72008,572494.91472,264767.92434,1209177.55169,2185498.45329,2245044.44795,3907803.9026,3021522.74645,2533471.82261,2172268.91777,2460142.18202,2102171.09108
734.6721__73.21,5031559.55689,6092302.81125,5581639.43532,0,5654382.37233,5331542.04614,0,0,0,80635.9857,2476006.57923,168773.87194,143576.24704,322464.92809,316590.02512
734.6945__60.31,49321.45643,21426.95273,85996.0242,23498.46589,161699.56769,23269.02036,636394.19265,768161.54869,608134.76126,855081.47796,708450.02569,1267263.73365,688753.97282,1191608.52989,1516174.61377
734.813__117.53,369685.88178,891335.25641,711258.24663,446447.0416,539236.60853,508313.75267,1626182.52182,1589014.20115,1777561.29566,170914.58263,217588.08987,107770.86146,0,102609.05755,96692.56795
735.574__122.87,537169.00696,321617.75661,14839.35968,0,255502.36203,41520.59491,463064.56713,962872.04594,989965.77407,1834576.96787,1411481.61987,1074802.54318,893724.06036,1297724.05727,922678.61758
735.6756__73.09,341179.66343,452996.70931,408659.5702,355033.43053,405908.50488,344183.23803,0,0,0,0,28203.0735,0,0,0,0
736.3591__73.75,0,0,0,0,0,0,1543425.95558,1734948.52761,1802434.84459,0,0,0,0,0,0
736.5098__66.45,17620522.92545,15850946.00079,13375332.47841,15044885.58534,16067134.06475,13068533.07611,17594532.94438,18611573.40642,18081805.84654,20184166.61253,18079546.4109,19687016.24567,18617017.84938,22462936.10949,22337166.33336
736.6911__60.25,231397.20408,0,0,0,13397.68812,0,446348.61611,528597.55611,400133.57629,568416.54954,391912.34059,802048.80943,455844.07788,802949.62486,995257.13841
736.8256__36.99,0,0,21426.37526,2435.53939,6895.91304,0,0,0,13328.04851,60348.92721,134148.66749,60906.70214,113652.8682,366844.93542,24351.2032
736.8576__113.97,15058356.59731,10127550.17213,6746417.31792,8673293.09558,10042782.39236,7533403.50395,4013251.30841,3710635.17017,3007965.2583,3706272.03378,3028568.26272,3485668.62011,1928780.36849,2185648.39255,3382769.83038
737.3597__113.97,3347257.95304,2334253.86967,1466797.87754,2018100.39147,2311175.33063,1869368.39646,828671.67218,808981.64865,727072.03951,811421.24764,631423.65423,769962.12217,341470.55634,496268.24114,602588.37161
737.51__197.28,419511.1195,42070.41304,0,17685.46765,109246.79894,0,8579806.3895,12528509.07727,8864351.0788,0,0,23395.19567,0,325645.32043,589772.47991
737.6766__197.41,0,0,0,0,0,0,23424738.15666,15727644.73804,11499576.55184,0,0,0,0,0,0
737.8609__114.3,1377904.30416,993511.68571,594593.56781,841431.39755,876837.81497,792368.97903,350735.1318,248502.81898,137807.64753,197503.16321,235623.88341,274987.54106,69760.37901,143905.29471,163476.04861
737.899__196.86,0,0,0,0,0,0,12667498.59118,8066741.4263,8349581.0178,0,0,0,0,0,0
738.0664__196.75,245138.98737,0,0,17821.71282,72023.3798,0,5690641.94672,4254944.19471,3161587.49375,0,0,0,0,128448.48149,329380.0385
738.4628__69.86,1189720.28453,1131065.82973,932191.1661,950103.53707,1097740.70731,652699.25069,2279440.73227,2522202.13278,2293172.64083,1734172.58024,1469874.51542,1625879.58275,1505124.36887,2547740.40636,3167675.54009
739.7919__87.09,3012569.62136,2635704.04446,2424347.52034,12457906.73584,4237047.73834,3168928.58724,0,0,0,185388.77407,1587451.98089,555558.06209,693980.09419,240371.5413,80174.5591
740.4596__69.93,1213809.45725,1292788.06017,923759.51533,930814.57115,1242707.18204,798502.16944,2472924.34738,2716258.45593,2548681.08292,2089535.00139,1643797.94788,1874360.40155,1780845.22625,2479550.44895,3465072.09641
740.524__90.61,1109230.52816,256421.68128,142086.11124,777130.90822,378580.96432,456524.89154,1252625.77448,1666995.2161,1526115.78004,1432747.30049,1406218.51773,1204123.32934,77257.53191,739712.61328,1381555.57713
740.5485__67.78,2774120.55789,2572431.56482,2318728.08355,2592165.23619,2696422.14712,2150606.20626,3209648.42942,3139344.21866,2979126.5525,2165249.94891,3099933.20714,3277159.95418,3272714.59878,2411995.3228,2871188.94618
740.7296__60.11,0,0,0,0,0,0,291630.45106,349760.19185,236610.53794,112269.04531,45790.65916,182913.30251,46198.34764,294140.06879,337050.51807
741.5259__90.35,189733.52963,118242.75267,0,145042.14581,74988.63829,46516.68632,466978.85638,650615.38949,566585.36662,509551.23926,548849.77025,438595.83644,47996.3815,297038.69427,394241.44412
741.5312__135.65,308937.6683,188371.82445,14045.93542,0,415596.84926,0,0,0,17548.78448,397717.02383,375391.78902,454581.81733,183530.93751,449058.62381,454988.98987
742.5393__90.97,1286285.69773,358895.36103,15553.80729,392947.36483,288914.42985,554714.72844,987127.61432,973479.75164,1055796.98492,1115401.58609,1330650.87946,953650.53551,48289.09979,239302.2925,875627.6601
742.5446__68.7,4052739.67058,881366.76075,594304.79575,3787794.5923,3800496.44186,461159.52472,4572604.71338,2967356.06139,1902005.21528,4981950.00184,4405666.44522,3231071.53826,4815267.79485,5211040.24783,3726305.24417
742.5755__119.69,1988321.99178,4096976.65434,1314957.88702,2683927.48459,2130650.15933,1512002.02145,5795178.9607,6734967.74199,7257896.66482,6514086.91788,6359389.34168,5661879.49605,7060812.93546,8755389.59024,9511876.87313
742.577__60.94,0,0,0,0,0,0,460804.12445,1529962.38942,409141.68134,0,0,1651102.17291,0,0,1651527.43744
742.7032__73.99,2457162.1725,3287711.99702,2765552.59377,2973671.74926,3015983.77567,2717132.5021,0,0,0,24106.49184,974147.8122,67004.56921,88529.55104,27502.51214,23480.82743
742.7033__100.16,2214442.30475,2862341.30013,2036102.68414,2024236.81492,2047958.56287,1927165.1755,0,0,0,0,115877.09196,0,0,0,0
742.7275__60.5,30389.71935,30674.864,23301.28117,67630.7745,86278.07205,0,671040.7528,612679.80331,591709.23295,503791.368,507462.96037,755174.20019,318895.12691,963838.94556,1098961.41998
743.5786__119.82,710386.82267,1755902.23863,384778.53171,986426.94163,652935.77345,412685.55306,2289370.14259,3516847.21965,3334321.56932,2883129.58634,2866994.56816,2578067.22091,3207265.68745,4029991.19059,4365044.63054
743.875__36.28,0,0,0,0,0,0,0,0,0,996342.97293,373657.18633,1903630.78172,218990.95302,126693.0236,150002.53028
744.3919__73.76,0,0,0,0,0,0,1081538.00077,1289613.79973,1222015.66079,0,0,0,0,0,0
744.4963__70.17,268504.58665,411303.67864,243959.3013,253678.896,284968.92069,2738678.38327,1052501.92496,1134245.0528,1021919.86473,699878.67652,225180.88681,806784.76227,271818.84895,937078.20419,1351999.29899
744.5543__90.76,1151800.69559,374229.36397,59922.57113,765427.75192,321252.08363,401122.01734,923303.8528,998449.6743,912728.50245,1249787.36276,1034904.17409,881284.88463,151991.41667,214183.73553,739515.11863
744.592__121.57,2833122.12812,3479976.65134,1103620.52803,2670109.72509,1935056.53942,1417915.85183,4327820.69021,5132317.7441,5935676.58125,6007803.15211,5468274.40438,4036848.1093,4987570.71861,6845582.64324,5224518.97407
744.6053__60.19,0,0,0,0,0,0,292783.55201,413625.74613,279455.14773,5335.76155,0,0,0,1781847.71253,5906.90509
744.7235__60.74,13879.46148,60560.46732,59992.00109,29323.84308,137138.33038,28595.63431,627448.99295,711877.43657,649204.23792,579411.11222,571163.64148,968224.47992,500020.06014,1194558.35322,1204242.30694
744.8239__35.99,0,0,0,0,0,0,0,0,0,48557.89571,29949.37802,266269.58962,109223.09207,198560.62482,126221.39869
744.8455__116.14,1129499.10753,1271145.22939,594864.77387,650828.05564,975154.8712,799662.69341,295363.60874,267964.06992,270107.25113,13493.9746,69394.35936,0,0,81156.27805,113134.23676
745.409__113.47,1144100.63318,1159675.46651,1078098.94875,1218058.49738,1358131.11897,723953.58938,782345.60515,613380.19354,597800.61068,344736.68764,506071.14169,536318.68713,629789.59316,287520.36956,825635.97997
745.5944__121.71,1029670.23104,1622389.3224,171132.62768,999334.2747,756658.8952,558747.46735,1790154.14971,1879961.46853,2352177.1635,2628385.12696,2299635.51246,1650479.24055,2244817.26244,3291918.44226,2154864.74809
745.6999__88.61,591553.99593,13596944.23456,12383911.83957,11306285.97101,20730996.03942,17456729.49038,391956.42205,267488.30697,375883.1232,462069.38628,6308579.28321,1283856.36372,710881.3076,999158.36955,120461.28635
745.8724__85.13,2720538.5413,2427739.06075,2585228.75458,2936089.226,3031424.20629,1286884.37686,0,0,0,1419515.42582,10709454.9699,5295196.70322,9026998.2334,1391154.61982,1010256.04573
745.9077__116.32,1319932.73895,1140909.17652,721517.35359,757343.04151,1095017.63855,1055736.47262,25964.02651,10950.06927,13039.20454,33670.05316,10926.93572,119737.57147,0,292405.73793,237586.76011
746.3883__73.75,0,0,0,0,0,0,1115209.99615,1211612.49572,1268263.50703,0,0,0,0,0,0
746.4939__70.17,932970.45074,1048166.48801,809740.27327,967859.15779,858556.15304,566282.79101,1136708.57335,1196777.76035,363095.18421,1206350.58388,1168680.34887,1241419.83073,1320417.10578,1886840.54542,334878.5535
746.5709__121.92,1950583.42068,2631902.29034,1311466.05244,1176420.18317,2481297.27353,748023.79162,1409544.3309,2014097.11233,1982257.30212,5139060.18244,3191870.39498,1756951.90695,2288995.11011,5109125.64051,2289463.47825
746.7206__60.25,9528.09171,0,48498.52614,18365.35381,59751.79695,21023.16552,237165.8462,313533.03628,328029.70226,346286.0196,166130.97846,421939.62858,142635.78162,602776.80639,706124.15983
746.8769__85.35,194034.0451,217761.00034,287951.58764,312684.63598,280253.03645,139738.32506,0,0,0,62939.85824,1309074.58111,320672.15162,1417253.04225,0,79502.57055
747.5745__122.03,609891.18719,1107916.94935,377178.0723,205057.73652,1038107.81918,96883.87628,492270.14966,676962.55129,743097.99636,2192967.31103,1205471.25925,802539.08339,871752.82166,2369058.31024,979519.79391
747.6982__86.85,3985957.61723,6061839.4723,6175938.73071,3706035.26945,4367073.70696,5788022.83573,0,0,0,18610.4236,1696732.1712,27240.28248,25303.84253,15418.09562,0
748.4885__71.11,1613649.32641,1626553.51703,1551622.45853,1516128.46825,1643199.66479,1015471.86065,1842288.13095,2095657.69008,995290.52975,2205309.93968,2309831.48163,2240469.13097,2211139.26755,3326612.04173,3298244.82124
748.5266__88.76,215944.54988,353486.11128,0,769747.0643,0,262636.90241,1476211.39936,1367180.25765,1313155.35741,867852.85278,751328.28151,1722318.62408,966969.39603,1364875.77958,1236036.11008
748.6476__73.5,948181.72757,1918817.08076,1485035.81132,1569882.22117,1358613.04918,1060154.36568,0,0,0,0,423456.13047,9018.03088,25110.08026,21449.4601,0
749.8192__77.4,2727915.62535,1835824.48676,1672540.59529,2760033.43156,2544140.28438,286463.34585,0,0,0,143378.11689,0,106700.43188,120257.35326,0,0
750.4867__71.11,1660805.38521,1876759.52417,1385673.03604,1424330.45342,1510991.91473,1138165.34788,1914275.31854,2054462.69236,2063569.18933,2286874.5128,2174940.83769,2123919.21939,2295119.46774,3314807.28719,3517347.84656
750.5427__88.57,544582.01871,833937.40252,200530.83581,1159340.00473,405331.99176,465609.50526,3012862.06494,3099800.22216,3141652.17165,1137423.21735,914074.7727,1704524.77907,1069847.58363,1711229.58396,1659928.69385
750.5768__68.41,808028.40789,741862.57805,637397.53636,595685.12741,876295.94003,453244.8517,1039905.35477,613223.69188,586996.00859,797169.91839,861163.92965,1037458.19938,998151.60564,1130188.76463,1432590.49225
750.7496__78.69,3733509.32095,3823197.6028,3473003.77808,3807323.04855,3741318.89154,3818774.98824,0,0,0,0,322471.84531,0,0,0,0
750.7499__91.88,4640428.15961,3134954.76575,4159949.61223,3306214.61589,2908354.24607,3009186.59977,0,0,0,0,466258.66503,0,0,13059.67341,0
750.8157__54.65,0,259726.92135,1224460.44489,3956065.92787,2575476.13527,533386.63044,0,0,0,3101051.33036,5583258.37819,1185745.22001,4030940.25695,2722659.07248,251392.81904
750.8306__114.42,4172460.51324,1317780.87161,124580.91471,548610.24229,1862749.06453,216011.18294,530538.18202,942620.49296,1114029.55912,242242.05373,11129.01078,240482.76766,30013.99528,136755.51131,277341.17323
751.5456__88.73,229406.31938,249417.96326,42792.69869,255895.1608,50161.70906,162134.58067,1196433.35556,1135228.44708,1353530.13467,527141.02352,286791.67029,752110.09296,476811.70998,452822.66683,666506.48217
751.5725__134.69,927532.43513,829055.0471,595391.08995,880590.77544,955990.77688,543401.76762,0,32016.17381,0,1775537.81936,1721717.26875,1698214.5099,1763415.6762,1868669.837,2473160.03055
751.8191__54.19,0,0,84162.95791,630269.16908,352898.45895,4009.86554,0,0,0,502170.99496,930410.21185,193624.08184,728339.14059,411990.71539,15930.04454
752.483__71.11,995194.38059,1246349.86931,764950.09576,1007289.77582,1098703.52681,567442.52585,814898.17375,839850.74639,886372.11705,666982.68071,1318692.19086,716524.75724,1545762.73602,2176609.55024,2091041.62715
752.5197__121.76,2067832.34676,1054111.94039,511058.44645,1364745.1064,1217615.52439,808574.5042,705025.07854,857033.76144,878915.65536,846480.4662,317048.24657,356990.76032,179021.19471,257455.76535,202069.53003
752.5584__88.64,409002.66408,510720.09273,149746.16085,704491.19141,239069.7166,195597.05928,1795812.37544,1779628.07651,1860680.59328,862175.37977,440812.77762,1051797.29643,565767.79483,1092064.13234,989865.5314
752.5723__68.11,1192481.07792,1121311.19781,1147804.3404,1026210.65836,1417884.82943,1010909.98142,1517480.38614,961871.81549,1139817.08719,1375452.88259,1375393.40766,1389979.20835,1621506.87514,1384022.69793,1764715.22288
752.5744__134.39,183470.70884,201206.4313,147530.50989,135511.8929,216852.63947,139738.07498,0,18928.19049,0,625633.48314,780171.67223,626253.56971,640442.46954,644031.4088,935491.28284
753.461__57.86,351977.75109,193798.23596,31727.41999,142192.53135,229616.95585,142309.76967,0,0,0,123372.61644,105135.45233,202934.35813,53759.35727,140986.77867,248469.19635
753.5616__88.8,86216.26316,71954.46772,0,13593.22226,13953.47686,13389.01817,661474.22316,819539.35966,777144.07851,356918.50435,115162.88624,323174.5893,188303.80014,415815.94137,235072.54055
753.9496__108.96,882998.0944,462463.44874,451712.30032,883685.17062,598279.82724,649911.20983,200115.94484,323307.22072,400716.55152,95987.17296,224307.42947,95978.6367,257735.95927,171823.91818,233547.33493
754.3289__73.5,0,0,0,0,0,0,484213.03059,748776.22034,709295.54692,0,0,0,0,0,0
754.4809__70.68,330933.07306,511576.4308,511675.16568,764024.995,418261.27944,254110.85271,426048.17475,1458389.3755,1549277.7552,636633.75479,596920.88177,1246992.13701,1203514.61595,832497.71167,874903.75982
754.5369__121.66,7168711.23765,6513800.96002,4768375.15798,7072130.3421,6523077.35348,3323660.01675,4508808.07789,5007959.92453,4725569.82808,4378606.4791,3088481.46373,1581678.11893,1660849.21748,2680967.07032,1887473.81304
755.5398__121.74,2990272.54752,2623481.21437,1821759.80656,2918801.43104,2582029.46965,1324679.48551,1486750.86591,1837219.19585,1668907.20088,1844019.73317,1235743.72235,380241.98794,716179.15225,1071657.07171,651332.05474
